product_id,category,primary_materials,length_cm,width_cm,height_cm,weight_kg,region,season,complexity_score,labour_hours,artisan_hourly_wage_inr,raw_material_cost_inr,calculated_cost_floor_inr,historical_sale_price_inr
CRAFT-1796,Dokra bell metal,"Brass, Bell metal, Beeswax",21.3,11.1,27.9,0.88,"Dumka, Jharkhand",Off-season,9,50,120,320.3,6320,13400
CRAFT-1797,Tribal handloom,"Cotton, Silk, Organic dyes",249.9,64.8,0.2,1.1,"Kondagaon, Chhattisgarh",Wedding,9,55,100,2427.44,7927,18869
CRAFT-1798,Dokra bell metal,"Brass, Bell metal, Beeswax",17.6,16.9,14.1,3.92,"Mandla, Madhya Pradesh",Wedding,9,23,60,1457.22,2837,5807
CRAFT-1799,Terracotta clay,"Natural clay, Natural colors",18.2,34.5,28.9,0.9,"Dumka, Jharkhand",Off-season,3,11,120,189.51,1510,2437
CRAFT-1800,Tribal handloom,"Cotton, Silk, Organic dyes",194.5,79.1,0.2,1.48,"Mandla, Madhya Pradesh",Festive,6,44,60,2123.78,4764,9336
CRAFT-1801,Bamboo & cane,"Bamboo, Cane, Natural fibers",75.0,29.9,34.5,1.45,"Kondagaon, Chhattisgarh",Monsoon,6,8,60,227.15,707,1189
CRAFT-1802,Bamboo & cane,"Bamboo, Cane, Natural fibers",22.2,24.4,27.3,0.4,"Mandla, Madhya Pradesh",Off-season,4,3,120,140.39,500,786
CRAFT-1803,Bamboo & cane,"Bamboo, Cane, Natural fibers",67.1,27.3,32.9,1.87,"Dumka, Jharkhand",Monsoon,6,12,120,271.65,1712,2863
CRAFT-1804,Dokra bell metal,"Brass, Bell metal, Beeswax",20.1,14.5,22.5,1.01,"Bastar, Chhattisgarh",Off-season,9,43,60,412.27,2992,5007
CRAFT-1805,Terracotta clay,"Natural clay, Natural colors",16.3,32.1,26.0,2.78,"Mandla, Madhya Pradesh",Off-season,3,12,120,132.0,1572,2629
CRAFT-1806,Terracotta clay,"Natural clay, Natural colors",35.5,35.9,30.3,3.93,"Bastar, Chhattisgarh",Wedding,4,5,75,126.04,501,848
CRAFT-1807,Bamboo & cane,"Bamboo, Cane, Natural fibers",41.9,30.7,5.3,1.38,"Mandla, Madhya Pradesh",Monsoon,4,12,100,229.52,1430,2170
CRAFT-1808,Tribal handloom,"Cotton, Silk, Organic dyes",209.8,66.3,0.4,1.01,"Kondagaon, Chhattisgarh",Festive,5,78,60,842.6,5523,10761
CRAFT-1809,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",53.3,20.3,53.4,7.02,"Mandla, Madhya Pradesh",Wedding,6,27,75,648.09,2673,5523
CRAFT-1810,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",36.3,35.1,27.9,9.96,"Kondagaon, Chhattisgarh",Monsoon,7,46,60,680.18,3440,6265
CRAFT-1811,Dokra bell metal,"Brass, Bell metal, Beeswax",25.0,11.8,31.6,2.55,"Kondagaon, Chhattisgarh",Monsoon,10,21,120,890.84,3411,6282
CRAFT-1812,Bamboo & cane,"Bamboo, Cane, Natural fibers",42.5,19.8,37.0,1.14,"Mandla, Madhya Pradesh",Wedding,2,14,120,288.07,1968,3520
CRAFT-1813,Dokra bell metal,"Brass, Bell metal, Beeswax",8.2,10.6,13.0,2.68,"Mandla, Madhya Pradesh",Monsoon,9,51,100,836.25,5936,13085
CRAFT-1814,Terracotta clay,"Natural clay, Natural colors",16.6,14.9,30.3,4.67,"Mandla, Madhya Pradesh",Monsoon,8,19,120,307.33,2587,4435
CRAFT-1815,Bamboo & cane,"Bamboo, Cane, Natural fibers",78.9,36.7,15.0,1.84,"Dumka, Jharkhand",Festive,4,3,100,77.37,377,773
CRAFT-1816,Terracotta clay,"Natural clay, Natural colors",15.2,29.4,22.3,3.73,"Kondagaon, Chhattisgarh",Wedding,6,16,120,328.58,2249,4921
CRAFT-1817,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",26.3,23.2,22.4,9.89,"Bastar, Chhattisgarh",Wedding,5,28,60,589.39,2269,4689
CRAFT-1818,Tribal handloom,"Cotton, Silk, Organic dyes",202.7,64.8,0.2,0.64,"Mandla, Madhya Pradesh",Festive,9,79,75,1263.37,7188,15332
CRAFT-1819,Tribal handloom,"Cotton, Silk, Organic dyes",150.8,50.5,0.4,1.29,"Mandla, Madhya Pradesh",Wedding,6,77,120,707.88,9948,19030
CRAFT-1820,Dokra bell metal,"Brass, Bell metal, Beeswax",24.8,14.2,11.3,2.68,"Kondagaon, Chhattisgarh",Off-season,9,27,75,670.7,2696,5113
CRAFT-1821,Terracotta clay,"Natural clay, Natural colors",22.0,38.4,30.3,3.97,"Mandla, Madhya Pradesh",Off-season,4,11,75,234.84,1060,1837
CRAFT-1822,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",92.6,13.5,56.8,8.43,"Mandla, Madhya Pradesh",Off-season,4,17,60,991.31,2011,3010
CRAFT-1823,Tribal handloom,"Cotton, Silk, Organic dyes",143.4,116.7,0.1,0.48,"Bastar, Chhattisgarh",Festive,8,43,120,1528.92,6689,15095
CRAFT-1824,Dokra bell metal,"Brass, Bell metal, Beeswax",21.1,5.3,38.8,0.66,"Dumka, Jharkhand",Wedding,9,26,120,471.67,3592,7600
CRAFT-1825,Dokra bell metal,"Brass, Bell metal, Beeswax",21.6,17.3,10.4,2.4,"Dumka, Jharkhand",Off-season,10,23,60,851.48,2231,4374
CRAFT-1826,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",25.8,37.4,35.2,7.89,"Dumka, Jharkhand",Monsoon,8,12,120,685.29,2125,3409
CRAFT-1827,Dokra bell metal,"Brass, Bell metal, Beeswax",26.8,14.2,14.7,3.87,"Dumka, Jharkhand",Off-season,9,22,120,922.04,3562,6286
CRAFT-1828,Tribal handloom,"Cotton, Silk, Organic dyes",194.0,67.7,0.4,1.28,"Mandla, Madhya Pradesh",Festive,5,63,75,2455.79,7181,15132
CRAFT-1829,Tribal handloom,"Cotton, Silk, Organic dyes",119.9,88.3,0.3,0.41,"Bastar, Chhattisgarh",Wedding,7,59,90,1277.77,6588,14642
CRAFT-1830,Terracotta clay,"Natural clay, Natural colors",35.7,13.0,14.5,1.68,"Mandla, Madhya Pradesh",Off-season,5,20,120,359.93,2760,4041
CRAFT-1831,Dokra bell metal,"Brass, Bell metal, Beeswax",20.6,10.3,33.7,1.32,"Mandla, Madhya Pradesh",Off-season,9,42,75,1067.04,4217,7640
CRAFT-1832,Tribal handloom,"Cotton, Silk, Organic dyes",207.0,111.2,0.2,1.34,"Mandla, Madhya Pradesh",Wedding,8,37,100,1646.51,5347,10167
CRAFT-1833,Terracotta clay,"Natural clay, Natural colors",31.0,32.8,15.3,2.78,"Kondagaon, Chhattisgarh",Off-season,3,13,75,340.68,1316,2112
CRAFT-1834,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",61.1,48.0,36.8,4.55,"Dumka, Jharkhand",Monsoon,5,19,75,1048.2,2473,3793
CRAFT-1835,Tribal handloom,"Cotton, Silk, Organic dyes",227.0,108.2,0.3,0.7,"Bastar, Chhattisgarh",Off-season,8,51,75,1433.05,5258,8167
CRAFT-1836,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",39.1,41.8,34.3,4.01,"Mandla, Madhya Pradesh",Monsoon,6,26,120,306.82,3427,5458
CRAFT-1837,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",33.5,28.4,25.4,1.32,"Bastar, Chhattisgarh",Monsoon,4,20,60,523.15,1723,2748
CRAFT-1838,Terracotta clay,"Natural clay, Natural colors",26.6,20.7,32.4,4.84,"Mandla, Madhya Pradesh",Monsoon,8,8,100,200.75,1001,1710
CRAFT-1839,Dokra bell metal,"Brass, Bell metal, Beeswax",24.0,8.1,31.3,0.57,"Mandla, Madhya Pradesh",Wedding,8,50,120,802.72,6803,14426
CRAFT-1840,Dokra bell metal,"Brass, Bell metal, Beeswax",13.5,13.5,16.1,3.1,"Mandla, Madhya Pradesh",Festive,9,22,90,362.73,2343,5760
CRAFT-1841,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",48.2,38.9,26.0,9.15,"Kondagaon, Chhattisgarh",Off-season,6,32,90,326.64,3207,5008
CRAFT-1842,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",59.4,13.3,19.8,9.49,"Dumka, Jharkhand",Monsoon,4,34,120,1176.49,5256,8031
CRAFT-1843,Dokra bell metal,"Brass, Bell metal, Beeswax",11.7,15.5,29.8,3.96,"Dumka, Jharkhand",Off-season,7,55,90,618.06,5568,10511
CRAFT-1844,Tribal handloom,"Cotton, Silk, Organic dyes",107.8,58.0,0.1,1.5,"Dumka, Jharkhand",Festive,5,30,90,2084.77,4785,8922
CRAFT-1845,Terracotta clay,"Natural clay, Natural colors",14.5,18.5,28.8,3.9,"Mandla, Madhya Pradesh",Wedding,8,14,90,252.69,1513,3039
CRAFT-1846,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",21.4,14.1,30.5,9.4,"Dumka, Jharkhand",Wedding,7,33,120,837.4,4797,9546
CRAFT-1847,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",28.7,45.0,49.2,2.51,"Dumka, Jharkhand",Monsoon,5,21,60,712.26,1972,3112
CRAFT-1848,Terracotta clay,"Natural clay, Natural colors",28.8,38.4,39.0,2.93,"Kondagaon, Chhattisgarh",Wedding,8,7,75,96.1,621,1292
CRAFT-1849,Terracotta clay,"Natural clay, Natural colors",14.1,35.1,17.7,1.86,"Dumka, Jharkhand",Festive,3,7,100,159.67,860,1574
CRAFT-1850,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",40.4,29.6,30.4,9.88,"Bastar, Chhattisgarh",Festive,7,43,60,255.93,2836,5586
CRAFT-1851,Bamboo & cane,"Bamboo, Cane, Natural fibers",13.8,43.5,22.9,1.68,"Mandla, Madhya Pradesh",Off-season,2,12,100,190.4,1390,1809
CRAFT-1852,Dokra bell metal,"Brass, Bell metal, Beeswax",9.9,9.8,27.8,1.24,"Kondagaon, Chhattisgarh",Off-season,8,43,75,439.6,3665,7048
CRAFT-1853,Terracotta clay,"Natural clay, Natural colors",14.1,14.4,44.9,3.39,"Kondagaon, Chhattisgarh",Festive,3,16,90,330.48,1770,3621
CRAFT-1854,Tribal handloom,"Cotton, Silk, Organic dyes",203.8,60.9,0.2,1.31,"Dumka, Jharkhand",Wedding,9,48,75,839.54,4440,8830
CRAFT-1855,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",93.6,36.0,14.5,9.53,"Kondagaon, Chhattisgarh",Monsoon,9,50,120,458.56,6459,12726
CRAFT-1856,Tribal handloom,"Cotton, Silk, Organic dyes",160.3,53.6,0.3,0.45,"Mandla, Madhya Pradesh",Wedding,8,54,75,1242.04,5292,11589
CRAFT-1857,Bamboo & cane,"Bamboo, Cane, Natural fibers",20.7,24.7,18.1,0.62,"Dumka, Jharkhand",Wedding,4,8,90,249.61,970,1947
CRAFT-1858,Terracotta clay,"Natural clay, Natural colors",15.7,21.0,15.3,3.33,"Mandla, Madhya Pradesh",Festive,3,9,90,118.84,929,1781
CRAFT-1859,Dokra bell metal,"Brass, Bell metal, Beeswax",19.5,18.7,26.6,1.11,"Dumka, Jharkhand",Festive,9,45,90,754.44,4804,12383
CRAFT-1860,Bamboo & cane,"Bamboo, Cane, Natural fibers",55.1,36.0,35.3,2.7,"Dumka, Jharkhand",Wedding,6,5,60,279.95,580,1171
CRAFT-1861,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",80.6,34.3,18.3,8.18,"Mandla, Madhya Pradesh",Off-season,7,45,100,920.11,5420,8858
CRAFT-1862,Tribal handloom,"Cotton, Silk, Organic dyes",169.6,62.2,0.2,0.32,"Kondagaon, Chhattisgarh",Off-season,8,73,100,1240.69,8541,16903
CRAFT-1863,Terracotta clay,"Natural clay, Natural colors",35.1,16.5,16.0,4.33,"Mandla, Madhya Pradesh",Festive,6,12,120,130.12,1570,3683
CRAFT-1864,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",87.4,30.0,59.1,1.88,"Mandla, Madhya Pradesh",Wedding,9,44,90,503.07,4463,10680
CRAFT-1865,Tribal handloom,"Cotton, Silk, Organic dyes",109.8,88.5,0.3,1.08,"Kondagaon, Chhattisgarh",Festive,6,28,90,936.9,3457,6751
CRAFT-1866,Bamboo & cane,"Bamboo, Cane, Natural fibers",69.1,17.8,33.9,1.78,"Dumka, Jharkhand",Monsoon,4,13,120,240.55,1801,2977
CRAFT-1867,Tribal handloom,"Cotton, Silk, Organic dyes",230.2,80.2,0.5,0.84,"Kondagaon, Chhattisgarh",Wedding,5,29,60,699.85,2440,4330
CRAFT-1868,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",96.1,22.8,53.4,8.93,"Bastar, Chhattisgarh",Off-season,4,28,90,550.19,3070,4184
CRAFT-1869,Terracotta clay,"Natural clay, Natural colors",33.5,23.3,34.3,4.0,"Dumka, Jharkhand",Festive,4,7,75,202.36,727,1421
CRAFT-1870,Bamboo & cane,"Bamboo, Cane, Natural fibers",36.3,24.7,23.4,2.46,"Dumka, Jharkhand",Off-season,4,8,90,140.44,860,1268
CRAFT-1871,Tribal handloom,"Cotton, Silk, Organic dyes",141.6,115.3,0.4,0.99,"Mandla, Madhya Pradesh",Monsoon,5,41,60,1760.21,4220,6488
CRAFT-1872,Terracotta clay,"Natural clay, Natural colors",28.5,25.3,37.3,2.12,"Bastar, Chhattisgarh",Wedding,6,7,120,106.07,946,1791
CRAFT-1873,Tribal handloom,"Cotton, Silk, Organic dyes",170.0,53.7,0.1,1.16,"Kondagaon, Chhattisgarh",Off-season,7,72,100,1530.0,8730,15783
CRAFT-1874,Bamboo & cane,"Bamboo, Cane, Natural fibers",27.0,39.8,10.9,0.73,"Bastar, Chhattisgarh",Off-season,5,14,100,165.18,1565,2524
CRAFT-1875,Terracotta clay,"Natural clay, Natural colors",29.5,34.7,30.9,0.83,"Bastar, Chhattisgarh",Off-season,6,8,120,167.57,1128,1956
CRAFT-1876,Terracotta clay,"Natural clay, Natural colors",27.9,31.3,10.4,2.83,"Dumka, Jharkhand",Monsoon,8,14,90,92.01,1352,2232
CRAFT-1877,Terracotta clay,"Natural clay, Natural colors",38.4,30.2,13.2,2.6,"Bastar, Chhattisgarh",Festive,5,20,90,156.88,1957,4180
CRAFT-1878,Terracotta clay,"Natural clay, Natural colors",23.7,27.5,27.8,1.24,"Mandla, Madhya Pradesh",Festive,8,11,60,241.19,901,1968
CRAFT-1879,Terracotta clay,"Natural clay, Natural colors",38.1,37.4,20.5,0.68,"Dumka, Jharkhand",Wedding,3,10,90,317.22,1217,2473
CRAFT-1880,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",97.4,45.6,40.0,5.77,"Bastar, Chhattisgarh",Monsoon,5,10,60,227.84,828,1417
CRAFT-1881,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",64.6,39.7,24.0,6.08,"Dumka, Jharkhand",Off-season,6,15,75,288.14,1413,2266
CRAFT-1882,Terracotta clay,"Natural clay, Natural colors",32.5,30.8,59.5,1.75,"Dumka, Jharkhand",Festive,8,15,60,239.42,1139,2539
CRAFT-1883,Bamboo & cane,"Bamboo, Cane, Natural fibers",57.9,45.3,12.1,2.65,"Mandla, Madhya Pradesh",Off-season,7,10,60,64.94,665,1246
CRAFT-1884,Terracotta clay,"Natural clay, Natural colors",19.9,19.4,35.6,4.73,"Dumka, Jharkhand",Off-season,5,16,100,95.29,1695,2632
CRAFT-1885,Terracotta clay,"Natural clay, Natural colors",16.0,22.7,29.3,4.62,"Bastar, Chhattisgarh",Monsoon,5,9,90,323.82,1134,1941
CRAFT-1886,Bamboo & cane,"Bamboo, Cane, Natural fibers",79.2,28.6,7.0,0.93,"Dumka, Jharkhand",Monsoon,6,6,120,159.02,879,1426
CRAFT-1887,Tribal handloom,"Cotton, Silk, Organic dyes",208.2,115.9,0.5,0.92,"Kondagaon, Chhattisgarh",Off-season,9,42,90,2026.77,5807,10220
CRAFT-1888,Tribal handloom,"Cotton, Silk, Organic dyes",182.9,58.0,0.2,0.94,"Mandla, Madhya Pradesh",Off-season,5,53,75,964.61,4940,7605
CRAFT-1889,Tribal handloom,"Cotton, Silk, Organic dyes",245.3,83.9,0.1,0.96,"Mandla, Madhya Pradesh",Wedding,9,43,100,2166.3,6466,17949
CRAFT-1890,Bamboo & cane,"Bamboo, Cane, Natural fibers",40.1,22.8,36.7,0.74,"Dumka, Jharkhand",Off-season,2,11,90,203.86,1194,1665
CRAFT-1891,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",41.2,37.4,57.4,3.41,"Kondagaon, Chhattisgarh",Wedding,9,14,120,1011.47,2691,5451
CRAFT-1892,Tribal handloom,"Cotton, Silk, Organic dyes",180.7,54.9,0.5,1.22,"Kondagaon, Chhattisgarh",Monsoon,9,29,120,1781.69,5262,10692
CRAFT-1893,Dokra bell metal,"Brass, Bell metal, Beeswax",22.8,18.9,25.5,0.91,"Mandla, Madhya Pradesh",Monsoon,8,22,60,933.81,2254,3811
CRAFT-1894,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",67.4,29.3,41.1,1.09,"Bastar, Chhattisgarh",Festive,5,21,60,394.84,1655,3199
CRAFT-1895,Terracotta clay,"Natural clay, Natural colors",22.7,31.4,40.2,1.85,"Bastar, Chhattisgarh",Monsoon,4,8,60,211.46,691,1044
CRAFT-1896,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",97.3,15.2,28.6,1.23,"Dumka, Jharkhand",Monsoon,8,49,120,421.78,6302,11947
CRAFT-1897,Dokra bell metal,"Brass, Bell metal, Beeswax",7.1,17.1,33.1,3.7,"Bastar, Chhattisgarh",Wedding,7,53,60,1325.42,4505,9829
CRAFT-1898,Bamboo & cane,"Bamboo, Cane, Natural fibers",13.7,41.3,34.6,2.44,"Kondagaon, Chhattisgarh",Monsoon,2,9,60,177.12,717,994
CRAFT-1899,Dokra bell metal,"Brass, Bell metal, Beeswax",29.5,7.3,16.8,1.24,"Dumka, Jharkhand",Wedding,6,54,90,1251.05,6111,12040
CRAFT-1900,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",25.3,49.9,11.2,8.52,"Bastar, Chhattisgarh",Festive,6,14,75,565.37,1615,3659
CRAFT-1901,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",94.1,10.4,13.8,3.25,"Bastar, Chhattisgarh",Festive,9,24,120,869.32,3749,9196
CRAFT-1902,Tribal handloom,"Cotton, Silk, Organic dyes",169.0,92.5,0.2,1.27,"Kondagaon, Chhattisgarh",Off-season,9,62,75,2431.39,7081,12178
CRAFT-1903,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",64.7,30.1,17.2,4.98,"Kondagaon, Chhattisgarh",Monsoon,9,16,120,534.1,2454,4643
CRAFT-1904,Dokra bell metal,"Brass, Bell metal, Beeswax",19.6,5.1,32.8,3.0,"Dumka, Jharkhand",Monsoon,6,25,75,739.54,2615,3869
CRAFT-1905,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",34.7,33.1,17.7,4.21,"Dumka, Jharkhand",Wedding,9,20,120,897.01,3297,7122
CRAFT-1906,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",50.9,26.8,38.1,1.05,"Dumka, Jharkhand",Wedding,6,45,90,278.51,4329,9551
CRAFT-1907,Dokra bell metal,"Brass, Bell metal, Beeswax",28.0,9.1,21.1,2.49,"Dumka, Jharkhand",Monsoon,8,53,75,1358.05,5333,10328
CRAFT-1908,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",79.2,13.5,43.5,4.69,"Kondagaon, Chhattisgarh",Monsoon,8,26,90,670.7,3011,5124
CRAFT-1909,Tribal handloom,"Cotton, Silk, Organic dyes",168.1,71.1,0.3,1.33,"Dumka, Jharkhand",Monsoon,5,66,60,1972.9,5933,8930
CRAFT-1910,Dokra bell metal,"Brass, Bell metal, Beeswax",7.9,8.8,37.6,2.54,"Bastar, Chhattisgarh",Off-season,8,15,90,940.18,2290,4494
CRAFT-1911,Terracotta clay,"Natural clay, Natural colors",25.7,13.5,16.5,2.92,"Kondagaon, Chhattisgarh",Wedding,3,13,120,379.7,1940,3261
CRAFT-1912,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",89.6,40.6,22.4,1.33,"Kondagaon, Chhattisgarh",Festive,4,39,90,301.85,3812,7270
CRAFT-1913,Terracotta clay,"Natural clay, Natural colors",25.1,31.8,15.7,2.33,"Kondagaon, Chhattisgarh",Wedding,5,12,75,235.22,1135,2098
CRAFT-1914,Dokra bell metal,"Brass, Bell metal, Beeswax",25.5,7.6,34.2,2.93,"Mandla, Madhya Pradesh",Festive,10,40,120,967.04,5767,13292
CRAFT-1915,Terracotta clay,"Natural clay, Natural colors",30.0,25.7,42.0,2.02,"Bastar, Chhattisgarh",Wedding,6,10,100,370.2,1370,2791
CRAFT-1916,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",26.8,28.0,47.8,8.15,"Bastar, Chhattisgarh",Wedding,4,46,100,694.6,5295,10373
CRAFT-1917,Bamboo & cane,"Bamboo, Cane, Natural fibers",72.9,45.9,29.0,2.61,"Bastar, Chhattisgarh",Wedding,4,15,100,72.19,1572,2912
CRAFT-1918,Tribal handloom,"Cotton, Silk, Organic dyes",148.1,62.5,0.2,0.8,"Bastar, Chhattisgarh",Off-season,9,79,60,927.5,5668,10088
CRAFT-1919,Tribal handloom,"Cotton, Silk, Organic dyes",185.8,80.9,0.2,1.2,"Bastar, Chhattisgarh",Wedding,9,22,90,2276.37,4256,9748
CRAFT-1920,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",46.6,39.8,17.6,2.17,"Kondagaon, Chhattisgarh",Wedding,8,24,75,545.63,2346,5075
CRAFT-1921,Bamboo & cane,"Bamboo, Cane, Natural fibers",48.9,31.1,27.9,0.85,"Dumka, Jharkhand",Monsoon,6,11,120,266.1,1586,2671
CRAFT-1922,Bamboo & cane,"Bamboo, Cane, Natural fibers",58.6,10.6,18.0,1.18,"Kondagaon, Chhattisgarh",Monsoon,4,14,100,185.87,1586,2190
CRAFT-1923,Terracotta clay,"Natural clay, Natural colors",30.3,34.1,38.1,3.83,"Kondagaon, Chhattisgarh",Wedding,3,20,120,291.8,2692,4845
CRAFT-1924,Bamboo & cane,"Bamboo, Cane, Natural fibers",66.6,21.8,25.0,2.29,"Dumka, Jharkhand",Wedding,2,8,120,144.74,1105,1941
CRAFT-1925,Tribal handloom,"Cotton, Silk, Organic dyes",239.5,88.2,0.4,1.38,"Kondagaon, Chhattisgarh",Off-season,8,55,75,606.95,4732,8082
CRAFT-1926,Tribal handloom,"Cotton, Silk, Organic dyes",206.3,107.7,0.4,0.8,"Dumka, Jharkhand",Off-season,9,59,120,587.61,7668,13732
CRAFT-1927,Terracotta clay,"Natural clay, Natural colors",33.2,12.3,51.4,2.42,"Kondagaon, Chhattisgarh",Festive,5,18,90,270.74,1891,3218
CRAFT-1928,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",47.0,13.6,58.1,8.27,"Bastar, Chhattisgarh",Festive,9,36,100,659.63,4260,9015
CRAFT-1929,Dokra bell metal,"Brass, Bell metal, Beeswax",9.0,13.4,38.3,0.51,"Mandla, Madhya Pradesh",Off-season,8,37,120,585.75,5026,10218
CRAFT-1930,Bamboo & cane,"Bamboo, Cane, Natural fibers",22.0,14.5,25.0,2.61,"Mandla, Madhya Pradesh",Off-season,4,11,100,169.28,1269,2120
CRAFT-1931,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",99.4,26.3,24.4,6.02,"Kondagaon, Chhattisgarh",Monsoon,4,24,75,504.31,2304,3333
CRAFT-1932,Dokra bell metal,"Brass, Bell metal, Beeswax",5.0,11.7,35.1,2.5,"Kondagaon, Chhattisgarh",Festive,6,18,75,1499.05,2849,5319
CRAFT-1933,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",33.1,21.4,49.6,9.15,"Kondagaon, Chhattisgarh",Wedding,4,31,60,1175.09,3035,5243
CRAFT-1934,Dokra bell metal,"Brass, Bell metal, Beeswax",27.0,9.9,13.4,3.55,"Dumka, Jharkhand",Monsoon,6,36,75,1063.33,3763,5429
CRAFT-1935,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",78.9,28.1,59.5,1.49,"Kondagaon, Chhattisgarh",Off-season,8,43,90,555.02,4425,7799
CRAFT-1936,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",60.3,22.6,46.5,8.87,"Dumka, Jharkhand",Off-season,9,11,100,1138.72,2239,4515
CRAFT-1937,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",86.1,22.1,29.9,3.85,"Bastar, Chhattisgarh",Wedding,5,13,90,667.39,1837,3628
CRAFT-1938,Terracotta clay,"Natural clay, Natural colors",38.8,19.4,14.9,2.87,"Mandla, Madhya Pradesh",Festive,6,5,60,98.27,398,738
CRAFT-1939,Tribal handloom,"Cotton, Silk, Organic dyes",165.0,106.0,0.4,0.81,"Mandla, Madhya Pradesh",Wedding,5,21,90,1100.78,2991,5197
CRAFT-1940,Tribal handloom,"Cotton, Silk, Organic dyes",216.1,53.6,0.1,1.25,"Kondagaon, Chhattisgarh",Monsoon,9,65,60,1402.01,5302,9456
CRAFT-1941,Dokra bell metal,"Brass, Bell metal, Beeswax",17.1,12.8,39.3,3.88,"Dumka, Jharkhand",Festive,7,27,120,558.32,3798,8811
CRAFT-1942,Tribal handloom,"Cotton, Silk, Organic dyes",129.6,64.9,0.4,0.79,"Bastar, Chhattisgarh",Festive,6,79,120,2356.24,11836,22959
CRAFT-1943,Dokra bell metal,"Brass, Bell metal, Beeswax",27.6,7.3,21.0,2.67,"Mandla, Madhya Pradesh",Monsoon,9,25,60,491.27,1991,4110
CRAFT-1944,Dokra bell metal,"Brass, Bell metal, Beeswax",27.9,7.5,13.6,0.8,"Mandla, Madhya Pradesh",Wedding,8,30,120,1391.33,4991,9552
CRAFT-1945,Dokra bell metal,"Brass, Bell metal, Beeswax",20.0,6.1,16.8,3.76,"Bastar, Chhattisgarh",Wedding,9,16,120,1390.09,3310,7048
CRAFT-1946,Dokra bell metal,"Brass, Bell metal, Beeswax",5.5,9.9,28.8,1.46,"Kondagaon, Chhattisgarh",Off-season,8,40,75,1391.5,4392,7430
CRAFT-1947,Bamboo & cane,"Bamboo, Cane, Natural fibers",37.5,17.2,25.2,2.88,"Dumka, Jharkhand",Off-season,5,5,120,175.77,776,1173
CRAFT-1948,Terracotta clay,"Natural clay, Natural colors",28.6,20.2,52.8,2.46,"Dumka, Jharkhand",Wedding,7,15,100,141.71,1642,3120
CRAFT-1949,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",81.4,18.2,26.1,5.19,"Kondagaon, Chhattisgarh",Off-season,9,18,120,1143.2,3303,7060
CRAFT-1950,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",36.5,24.3,17.5,5.59,"Kondagaon, Chhattisgarh",Off-season,6,43,75,660.58,3886,7030
CRAFT-1951,Tribal handloom,"Cotton, Silk, Organic dyes",173.8,112.7,0.4,0.3,"Kondagaon, Chhattisgarh",Off-season,7,24,120,1072.13,3952,7051
CRAFT-1952,Woodcraft & carving,"Teak wood, Sal wood, Natural polish",38.4,18.0,11.9,6.79,"Bastar, Chhattisgarh",Off-season,6,19,60,462.51,1603,2551
CRAFT-1953,Dokra bell metal,"Brass, Bell metal, Beeswax",26.3,12.2,22.5,3.92,"Dumka, Jharkhand",Monsoon,8,43,90,540.68,4411,7338
CRAFT-1954,Terracotta clay,"Natural clay, Natural colors",18.8,15.2,29.0,4.6,"Kondagaon, Chhattisgarh",Festive,4,10,60,276.91,877,1639
